Date,NTP,GNSS-Time,Serial-Time,Label
2024-05-28 16:34:24.113,2024-05-28 16:34:24.130,2024-05-28 16:34:24.075,-,roughness_none
2024-05-28 16:34:28.783,2024-05-28 16:34:28.800,2024-05-28 16:34:28.745,-,curb_high
2024-05-28 16:34:32.625,2024-05-28 16:34:32.642,2024-05-28 16:34:32.587,-,curb_high
2024-05-28 16:34:35.706,2024-05-28 16:34:35.723,2024-05-28 16:34:35.668,-,roughness_low
2024-05-28 16:34:43.719,2024-05-28 16:34:43.736,2024-05-28 16:34:43.681,-,curb_low
2024-05-28 16:34:50.827,2024-05-28 16:34:50.844,2024-05-28 16:34:50.789,-,curb_low
2024-05-28 16:34:53.494,2024-05-28 16:34:53.511,2024-05-28 16:34:53.456,-,curb_low
2024-05-28 16:34:57.529,2024-05-28 16:34:57.546,2024-05-28 16:34:57.491,-,curb_low
2024-05-28 16:35:01.798,2024-05-28 16:35:01.815,2024-05-28 16:35:01.760,-,roughness_none
2024-05-28 16:35:19.287,2024-05-28 16:35:19.303,2024-05-28 16:35:19.249,-,roughness_low
2024-05-28 16:35:24.627,2024-05-28 16:35:24.644,2024-05-28 16:35:24.589,-,curb_low
2024-05-28 16:35:26.931,2024-05-28 16:35:26.948,2024-05-28 16:35:26.893,-,curb_low
2024-05-28 16:35:28.106,2024-05-28 16:35:28.123,2024-05-28 16:35:28.068,-,roughness_high
2024-05-28 16:35:32.880,2024-05-28 16:35:32.897,2024-05-28 16:35:32.842,-,curb_low
2024-05-28 16:35:35.742,2024-05-28 16:35:35.759,2024-05-28 16:35:35.704,-,roughness_low
2024-05-28 16:35:41.580,2024-05-28 16:35:41.597,2024-05-28 16:35:41.542,-,roughness_none
2024-05-28 16:35:43.017,2024-05-28 16:35:43.034,2024-05-28 16:35:42.979,-,curb_low
2024-05-28 16:35:46.057,2024-05-28 16:35:46.074,2024-05-28 16:35:46.019,-,roughness_none
2024-05-28 16:36:09.757,2024-05-28 16:36:09.774,2024-05-28 16:36:09.719,-,roughness_high
2024-05-28 16:36:35.060,2024-05-28 16:36:35.077,2024-05-28 16:36:35.022,-,roughness_medium
